relpath,area,ext,kind,size,nchars,enc,n_headings,title,hash,dup_group
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\10. 聚类分析 + 因子分析案例：城市宜居度分类题目+源代码.md,b2_ext,.md,md,4029,3075,utf-8,2,10. 聚类分析 + 因子分析案例：城市宜居度分类,094a03aacd14d8c126bbd2becf9974a3a734d21e,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\11. 神经网络 + 遗传算法案例：化工反应参数优化题目+源代码.md,b2_ext,.md,md,4928,4012,utf-8,2,11. 神经网络 + 遗传算法案例：化工反应参数优化,1d8446952297bdb6647b34c8ee24b9f6c8b89c06,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\12. SVM + 粒子群优化案例：医学影像病灶识别题目+源代码.md,b2_ext,.md,md,4793,3863,utf-8,2,12. SVM + 粒子群优化案例：医学影像病灶识别,c8e2a5091951a7a6460e29444eea54d5e17b6a92,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\13. 决策树 + 模糊逻辑案例：个人消费贷款审批题目+源代码.md,b2_ext,.md,md,4329,3293,utf-8,2,13. 决策树 + 模糊逻辑案例：个人消费贷款审批,7dc9a7877623178e14057db6908bc6e0b503ac7d,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\14. XGBoost + PCA案例：用户流失风险预测题目+源代码.md,b2_ext,.md,md,4100,3222,utf-8,2,14. XGBoost + PCA案例：用户流失风险预测,aa0b7df9dbedb481d4bd3c7cfc2918b6edf4ac7b,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\15. 蒙特卡洛模拟 + 贝叶斯优化案例：投资组合配置题目+源代码.md,b2_ext,.md,md,5212,3780,utf-8,2,15. 蒙特卡洛模拟 + 贝叶斯优化案例：投资组合配置,3557b82d404874dce1b49dea6c6caaf4c1cbb044,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\2. TOPSIS + 灰色关联分析案例：乡村旅游项目开发决策题目+源代码.md,b2_ext,.md,md,2854,2190,utf-8,1,2. TOPSIS + 灰色关联分析案例：乡村旅游项目开发决策,602154af71c39a57607c60578307aa7b97641924,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\3.模糊综合评价 + BP 神经网络案例：在线课程质量评估题目+源代码.md,b2_ext,.md,md,2561,1785,utf-8,2,模糊综合评价 + BP 神经网络案例：在线课程质量评估,d8d847f23323878651ea3414ebda9748289765ed,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\4. PCA + SVM案例：信用卡欺诈交易识别题目+源代码.md,b2_ext,.md,md,2409,1829,utf-8,2,4. PCA + SVM案例：信用卡欺诈交易识别,2af99bf484da57ef2d724bb7c5d106d64fa1609f,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\5. DEA + TOPSIS案例：县域医院运营效率评估题目+源代码.md,b2_ext,.md,md,3461,2837,utf-8,2,5. DEA + TOPSIS案例：县域医院运营效率评估,3442f2f287df845f3721d2f6e1c45530073be701,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\6. 粗糙集 + 模糊聚类案例：电商用户消费群体细分题目+源代码.md,b2_ext,.md,md,3773,2727,utf-8,2,6. 粗糙集 + 模糊聚类案例：电商用户消费群体细分,aa2a7efa416acb8c12c915a23255f1d1ecb624d3,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\7. 灰色预测 + 马尔可夫链案例：农产品月销量预测题目+源代码.md,b2_ext,.md,md,4113,3337,utf-8,2,7. 灰色预测 + 马尔可夫链案例：农产品月销量预测,64c5a249b0802d15c43d9987a6123712d3b33be9,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\8. 贝叶斯网络 + 证据理论案例：无人机故障诊断题目+源代码.md,b2_ext,.md,md,4773,3609,utf-8,2,8. 贝叶斯网络 + 证据理论案例：无人机故障诊断,d6e661f1007f146cf8bb3362e40e594ea5948b90,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\9. 随机森林 + AHP案例：慢性病患病风险评估题目+源代码.md,b2_ext,.md,md,2839,2135,utf-8,2,9. 随机森林 + AHP案例：慢性病患病风险评估,3a6711a7c6c4f036ea360bba25c86c7dd16441df,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\【评价类】创新型算法汇总.md,b2_ext,.md,md,66967,45891,utf-8,40,【评价类】创新型算法汇总,b8feadf56431ba2da4bb78fe4747d94077936b89,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\【预测类】创新型算法汇总.md,b2_ext,.md,md,76935,52285,utf-8,18,【预测类】创新型算法汇总,d55144ca664090a7e9831dd8df54485a642b084b,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 10：基于 LightGBM-Stacking 模型的互联网企业用户流失预测题目+源代码.md,b2_ext,.md,md,3956,3078,utf-8,1,案例 10：基于 LightGBM-Stacking 模型的互联网企业用户流失预测,a98a99910a9a603585cf306ceed84fdb3d9736a3,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 11：基于 FNN-GA 模型的湖泊水质污染指数预测题目+源代码.md,b2_ext,.md,md,4897,3935,utf-8,1,案例 11：基于 FNN-GA 模型的湖泊水质污染指数预测,1d1b33f698834e4b6966569aa6521daac6510184,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 12：基于 SARIMA-GARCH 模型的黄金期货价格波动率预测题目+源代码.md,b2_ext,.md,md,3585,2560,utf-8,1,案例 12：基于 SARIMA-GARCH 模型的黄金期货价格波动率预测,2df4a66d95e16b73c33286c50b24a328c1470e91,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 13：基于 DT-AdaBoost 模型的新能源汽车电池故障诊断预测题目+源代码.md,b2_ext,.md,md,3663,2690,utf-8,1,案例 13：基于 DT-AdaBoost 模型的新能源汽车电池故障诊断预测,08a161505ae8e7e31eec3b4386de53d320627e33,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 14：基于 LSTM-SVR 模型的风电场风速短期预测题目+源代码.md,b2_ext,.md,md,4407,3475,utf-8,1,案例 14：基于 LSTM-SVR 模型的风电场风速短期预测,5d769bc00c1152fd3179eaccc9ac99cc9ee26833,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 15：基于混沌时间序列 - PSO-BP 模型的股票市场指数预测题目+源代码.md,b2_ext,.md,md,2497,1657,utf-8,1,案例 15：基于混沌时间序列 - PSO-BP 模型的股票市场指数预测,f8e06ae9096ec7608595a49a6b322ef1d5b93ab2,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 1：基于 ARIMA-LSTM 模型的城市短期电力负荷预测题目+源代码.md,b2_ext,.md,md,3968,2982,utf-8,1,案例 1：基于 ARIMA-LSTM 模型的城市短期电力负荷预测,bd3294199ec6c5b534be757f4eb7d2ef7225299d,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 2：基于 RF-GA 模型的城市二手房价格预测题目+源代码.md,b2_ext,.md,md,3914,3014,utf-8,1,案例 2：基于 RF-GA 模型的城市二手房价格预测,27fac4338a6103f271f33b56d0c5b5f09f518ae4,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 3：基于 CNN-LSTM 模型的城市区域交通流量预测题目+源代码.md,b2_ext,.md,md,4068,3042,utf-8,1,案例 3：基于 CNN-LSTM 模型的城市区域交通流量预测,1e915ae86b730c94608f733173399fda7f8cf0d6,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 4：基于 SVM-PSO 模型的中小企业信用评分预测题目+源代码.md,b2_ext,.md,md,3195,2249,utf-8,1,案例 4：基于 SVM-PSO 模型的中小企业信用评分预测,22709e5546f706013c8a964fa52a90f5cac301e7,
"第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 5：基于 GM (1,1)-BP 模型的稀有金属月度价格预测题目+源代码.md",b2_ext,.md,md,3868,2962,utf-8,1,"案例 5：基于 GM (1,1)-BP 模型的稀有金属月度价格预测",e3ea847fe90cde3b62f21e08f44f8b7a4ad75de6,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 6：基于 GRU-Attention 模型的流域长期降水量预测题目+源代码.md,b2_ext,.md,md,3746,2858,utf-8,1,案例 6：基于 GRU-Attention 模型的流域长期降水量预测,2a8a0e1bb8ceb3e5173540cf29d8abdafa664286,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 7：基于 XGBoost - 贝叶斯优化模型的电商平台 “618” 大促销量预测题目+源代码.md,b2_ext,.md,md,3043,2171,utf-8,1,案例 7：基于 XGBoost - 贝叶斯优化模型的电商平台 “618” 大促销量预测,22b1f5d7d33d7f89c20d5a886582445a061c3063,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 8：基于马尔可夫链 - ETS 模型的连锁超市生鲜产品短期需求预测题目+源代码.md,b2_ext,.md,md,4023,2999,utf-8,1,案例 8：基于马尔可夫链 - ETS 模型的连锁超市生鲜产品短期需求预测,8ea77397edf2064b8974a124862b8f6302e69533,
第二批提取后\2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 9：基于小波分析 - LSTM 模型的人民币兑欧元汇率预测题目+源代码.md,b2_ext,.md,md,4228,3266,utf-8,1,案例 9：基于小波分析 - LSTM 模型的人民币兑欧元汇率预测,9facba6afb8300f3639b3942700aee4bf438c8e3,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\0-1规划模型Matlab+Python代码\zero_one_programming.m,b2_ext,.m,code,1526,1034,utf-8,,,raw:3b93746412baeb84559ab2793da58dbf19b51286,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\0-1规划模型Matlab+Python代码\zero_one_programming.py,b2_ext,.py,code,1671,1125,utf-8,,,raw:f67aa47b1c8df1f1f2c6118b593fcc6343f26941,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\ARMA时间序列预测模型Matlab+Python代码\arma_model.m,b2_ext,.m,code,5383,3913,utf-8,,,raw:ca838ea0c6a9c23415e0a04612b68a9844600da4,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\ARMA时间序列预测模型Matlab+Python代码\arma_prediction.py,b2_ext,.py,code,3484,2578,utf-8,,,raw:39a6322ae02813644bd9ae97b9583edc5f167010,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\BP 神经网络分类模型Matlab+Python代码\bp_neural_network.m,b2_ext,.m,code,5272,3836,utf-8,,,raw:112a0626607a29c45c00abbe4b809ec5af8c8dd8,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\BP 神经网络分类模型Matlab+Python代码\bp_neural_network.py,b2_ext,.py,code,5005,3885,utf-8,,,raw:56b841fa24c67bc22246845edbc4b4b8efad2de8,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\BP神经网络预测模型Matlab+Python代码\bp_neural_network.m,b2_ext,.m,code,5642,4464,utf-8,,,raw:ea9396f3b5ebda4a5cbfa7c7f8f3599f4bb47deb,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\BP神经网络预测模型Matlab+Python代码\bp_neural_network.py,b2_ext,.py,code,5116,3970,utf-8,,,raw:4004878db58acb3e7f8e1a895393de8224df98d4,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\DEA综合评价法Matlab+Python代码\dea_matlab_final.m,b2_ext,.m,code,2989,2211,utf-8,,,raw:fb3243686fe701b5254b3f5bbd7f4b193cc882fb,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\DEA综合评价法Matlab+Python代码\dea_python_final.py,b2_ext,.py,code,2920,2172,utf-8,,,raw:4d55499d74fbda0163548122cee312b28b0ab76f,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\Dijkstra 算法（最短路径算法）Matlab+Python代码\dijkstra_algorithm.m,b2_ext,.m,code,5791,4381,utf-8,,,raw:1065a2812a4cd4ce70dbe4e229acc0e5a36bfb24,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\Dijkstra 算法（最短路径算法）Matlab+Python代码\dijkstra_algorithm.py,b2_ext,.py,code,5637,4163,utf-8,,,raw:1ae34da9faf660f017c668ce2f05ce5c4bc81e81,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\Floyd 算法（全源最短路径算法）Matlab+Python代码\floyd_algorithm.m,b2_ext,.m,code,6625,5221,utf-8,,,raw:1a84e1bc128fc4c1f0eb45d19293c5004ead3f5f,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\Floyd 算法（全源最短路径算法）Matlab+Python代码\floyd_algorithm.py,b2_ext,.py,code,5716,4302,utf-8,,,raw:52dc58178512ab92782654f11e67eab9ba7c78ad,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\K-means 聚类算法Matlab+Python代码\kmeans_clustering.m,b2_ext,.m,code,3726,2852,utf-8,,,raw:2a89845560fe6163ea3f57734eb9e4a3d5b9ab4b,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\K-means 聚类算法Matlab+Python代码\kmeans_clustering.py,b2_ext,.py,code,3387,2629,utf-8,,,raw:940c7b3a1575f3cfc9c9c2b6bd58c6c585fe3b32,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\Kendall 相关系数（特殊的相关性分析）Matlab+Python代码\kendall_correlation.m,b2_ext,.m,code,5247,4099,utf-8,,,raw:cc0487a22622f226e1515d1c24ba52266a722b4e,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\Kendall 相关系数（特殊的相关性分析）Matlab+Python代码\kendall_correlation.py,b2_ext,.py,code,4775,3573,utf-8,,,raw:5a47b95be45bd1df8ef605c1879b7e5491c81fe9,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\KNN 分类模型Matlab+Python代码\knn_classification.m,b2_ext,.m,code,5005,3789,utf-8,,,raw:1e7f9c7082bda8ea6a09e206c7e939b72c34834c,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\KNN 分类模型Matlab+Python代码\knn_classification.py,b2_ext,.py,code,4862,3898,utf-8,,,raw:b060b52059acab9a3d46efac81873ea3a6386406,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\Logistic预测模型Matlab+Python代码\logistic_prediction.m,b2_ext,.m,code,2427,1759,utf-8,,,raw:3e2e3f2b2c9632166ceaecd60ec5d55513be04eb,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\Logistic预测模型Matlab+Python代码\logistic_prediction.py,b2_ext,.py,code,2291,1695,utf-8,,,raw:de1716cdbf37afb248596db34af256932bbbc2f0,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\PCA 主成分分析法Matlab+Python代码\pca_analysis.m,b2_ext,.m,code,2423,1749,utf-8,,,raw:8b3c42987c0780dc87304fee9578eb05eb9c2797,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\PCA 主成分分析法Matlab+Python代码\pca_analysis.py,b2_ext,.py,code,2989,2389,utf-8,,,raw:ee6f912248742059ac400af27c2474a8335bf90b,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\SOM 自组织神经网络Matlab+Python代码\som_clustering.m,b2_ext,.m,code,5433,4152,utf-8,,,raw:77707b59feeefcce0d17908e637a2ac2645cf2b4,
第二批提取后\2026数学建模核心资料\50多种常用算法源代码！（Matlab+Python）\SOM 自组织神经网络Matlab+Python代码\som_clustering.py,b2_ext,.py,code,4293,3111,utf-8,,,raw:15422cf7adb712052565003e0c2c6fe89b906092,
