t_h,TR,T_inf,theta_meas,theta_qs,T_ad
30.3167,50.0204,50.0000,+0.02039,-0.00000,158.26
30.3333,50.0204,50.0000,+0.02035,-0.00000,158.26
30.3500,50.0203,50.0000,+0.02031,-0.00000,158.26
30.3667,50.0203,50.0000,+0.02027,-0.00000,158.26
30.3833,50.0202,50.0000,+0.02023,-0.00000,158.26
30.4000,50.0202,50.0000,+0.02019,-0.00000,158.26
30.4167,50.0202,50.0000,+0.02016,-0.00000,158.26
30.4333,50.0201,50.0000,+0.02012,-0.00000,158.26
30.4500,50.0201,50.0000,+0.02009,-0.00000,158.26
30.4667,50.0201,50.0000,+0.02005,-0.00000,158.26
30.4833,50.0200,50.0000,+0.02002,-0.00000,158.26
30.5000,50.0200,50.0000,+0.01999,-0.00000,158.26
30.5167,50.0200,50.0000,+0.01996,-0.00000,158.26
30.5333,50.0199,50.0000,+0.01993,-0.00000,158.26
30.5500,50.0199,50.0000,+0.01989,-0.00000,158.26
30.5667,50.0199,50.0000,+0.01986,-0.00000,158.26
30.5833,50.0198,50.0000,+0.01983,-0.00000,158.26
30.6000,50.0198,50.0000,+0.01980,-0.00000,158.26
30.6167,50.0198,50.0000,+0.01978,-0.00000,158.26
30.6333,50.0197,50.0000,+0.01975,-0.00000,158.26
30.6500,50.0197,50.0000,+0.01972,-0.00000,158.26
30.6667,50.0197,50.0000,+0.01969,-0.00000,158.26
30.6833,50.0197,50.0000,+0.01966,-0.00000,158.26
30.7000,50.0196,50.0000,+0.01963,-0.00000,158.26
30.7167,50.0196,50.0000,+0.01961,-0.00000,158.26
30.7333,50.0196,50.0000,+0.01958,-0.00000,158.26
30.7500,50.0196,50.0000,+0.01955,-0.00000,158.26
30.7667,50.0195,50.0000,+0.01953,-0.00000,158.26
30.7833,50.0195,50.0000,+0.01950,-0.00000,158.26
30.8000,50.0195,50.0000,+0.01947,-0.00000,158.26
30.8167,50.0194,50.0000,+0.01945,-0.00000,158.26
30.8333,50.0194,50.0000,+0.01942,-0.00000,158.26
30.8500,50.0194,50.0000,+0.01939,-0.00000,158.26
30.8667,50.0194,50.0000,+0.01937,-0.00000,158.26
30.8833,50.0193,50.0000,+0.01934,-0.00000,158.26
30.9000,50.0193,50.0000,+0.01932,-0.00000,158.26
30.9167,50.0193,50.0000,+0.01929,-0.00000,158.26
30.9333,50.0193,50.0000,+0.01927,-0.00000,158.26
30.9500,50.0192,50.0000,+0.01924,-0.00000,158.26
30.9667,50.0192,50.0000,+0.01922,-0.00000,158.26
30.9833,50.0192,50.0000,+0.01919,-0.00000,158.26
31.0000,50.0192,50.0000,+0.01917,-0.00000,158.26
31.0167,50.0191,50.0000,+0.01914,-0.00000,158.26
31.0333,50.0191,50.0000,+0.01911,-0.00000,158.26
31.0500,50.0191,50.0000,+0.01909,-0.00000,158.26
31.0667,50.0191,50.0000,+0.01906,-0.00000,158.26
31.0833,50.0190,50.0000,+0.01904,-0.00000,158.26
31.1000,50.0190,50.0000,+0.01902,-0.00000,158.26
31.1167,50.0190,50.0000,+0.01899,-0.00000,158.26
31.1333,50.0190,50.0000,+0.01897,-0.00000,158.26
31.1500,50.0189,50.0000,+0.01894,-0.00000,158.26
31.1667,50.0189,50.0000,+0.01892,-0.00000,158.26
31.1833,50.0189,50.0000,+0.01889,-0.00000,158.26
31.2000,50.0189,50.0000,+0.01887,-0.00000,158.26
31.2167,50.0188,50.0000,+0.01884,-0.00000,158.26
31.2333,50.0188,50.0000,+0.01882,-0.00000,158.26
31.2500,50.0188,50.0000,+0.01880,-0.00000,158.26
31.2667,50.0188,50.0000,+0.01877,-0.00000,158.26
31.2833,50.0187,50.0000,+0.01875,-0.00000,158.26
31.3000,50.0187,50.0000,+0.01872,-0.00000,158.26
31.3167,50.0187,50.0000,+0.01870,-0.00000,158.26
31.3333,50.0187,50.0000,+0.01868,-0.00000,158.26
31.3500,50.0187,50.0000,+0.01865,-0.00000,158.26
31.3667,50.0186,50.0000,+0.01863,-0.00000,158.26
31.3833,50.0186,50.0000,+0.01861,-0.00000,158.26
31.4000,50.0186,50.0000,+0.01858,-0.00000,158.26
31.4167,50.0186,50.0000,+0.01856,-0.00000,158.26
31.4333,50.0185,50.0000,+0.01853,-0.00000,158.26
31.4500,50.0185,50.0000,+0.01851,-0.00000,158.26
31.4667,50.0185,50.0000,+0.01849,-0.00000,158.26
31.4833,50.0185,50.0000,+0.01846,-0.00000,158.26
31.5000,50.0184,50.0000,+0.01844,-0.00000,158.26
31.5167,50.0184,50.0000,+0.01842,-0.00000,158.26
31.5333,50.0184,50.0000,+0.01839,-0.00000,158.26
31.5500,50.0184,50.0000,+0.01837,-0.00000,158.26
31.5667,50.0183,50.0000,+0.01835,-0.00000,158.26
31.5833,50.0183,50.0000,+0.01832,-0.00000,158.26
31.6000,50.0183,50.0000,+0.01830,-0.00000,158.26
31.6167,50.0183,50.0000,+0.01828,-0.00000,158.26
31.6333,50.0183,50.0000,+0.01826,-0.00000,158.26
31.6500,50.0182,50.0000,+0.01823,-0.00000,158.26
31.6667,50.0182,50.0000,+0.01821,-0.00000,158.26
31.6833,50.0182,50.0000,+0.01819,-0.00000,158.26
31.7000,50.0182,50.0000,+0.01816,-0.00000,158.26
31.7167,50.0181,50.0000,+0.01814,-0.00000,158.26
31.7333,50.0181,50.0000,+0.01812,-0.00000,158.26
31.7500,50.0181,50.0000,+0.01810,-0.00000,158.26
31.7667,50.0181,50.0000,+0.01807,-0.00000,158.26
31.7833,50.0181,50.0000,+0.01805,-0.00000,158.26
31.8000,50.0180,50.0000,+0.01803,-0.00000,158.26
31.8167,50.0180,50.0000,+0.01801,-0.00000,158.26
31.8333,50.0180,50.0000,+0.01798,-0.00000,158.26
31.8500,50.0180,50.0000,+0.01796,-0.00000,158.26
31.8667,50.0179,50.0000,+0.01794,-0.00000,158.26
31.8833,50.0179,50.0000,+0.01792,-0.00000,158.26
31.9000,50.0179,50.0000,+0.01789,-0.00000,158.26
31.9167,50.0179,50.0000,+0.01787,-0.00000,158.26
31.9333,50.0179,50.0000,+0.01785,-0.00000,158.26
31.9500,50.0178,50.0000,+0.01783,-0.00000,158.26
31.9667,50.0178,50.0000,+0.01781,-0.00000,158.26
31.9833,50.0178,50.0000,+0.01778,-0.00000,158.26
32.0000,50.0178,50.0000,+0.01776,-0.00000,158.26
32.0167,50.0177,50.0000,+0.01774,-0.00000,158.26
32.0333,50.0177,50.0000,+0.01772,-0.00000,158.26
32.0500,50.0177,50.0000,+0.01770,-0.00000,158.26
32.0667,50.0177,50.0000,+0.01767,-0.00000,158.26
32.0833,50.0177,50.0000,+0.01765,-0.00000,158.26
32.1000,50.0176,50.0000,+0.01763,-0.00000,158.26
32.1167,50.0176,50.0000,+0.01761,-0.00000,158.26
32.1333,50.0176,50.0000,+0.01759,-0.00000,158.26
32.1500,50.0176,50.0000,+0.01756,-0.00000,158.26
32.1667,50.0175,50.0000,+0.01754,-0.00000,158.26
32.1833,50.0175,50.0000,+0.01752,-0.00000,158.26
32.2000,50.0175,50.0000,+0.01750,-0.00000,158.26
32.2167,50.0175,50.0000,+0.01748,-0.00000,158.26
32.2333,50.0175,50.0000,+0.01746,-0.00000,158.26
32.2500,50.0174,50.0000,+0.01744,-0.00000,158.26
32.2667,50.0174,50.0000,+0.01741,-0.00000,158.26
32.2833,50.0174,50.0000,+0.01739,-0.00000,158.26
32.3000,50.0174,50.0000,+0.01737,-0.00000,158.26
32.3167,50.0174,50.0000,+0.01735,-0.00000,158.26
32.3333,50.0173,50.0000,+0.01733,-0.00000,158.26
32.3500,50.0173,50.0000,+0.01731,-0.00000,158.26
32.3667,50.0173,50.0000,+0.01729,-0.00000,158.26
32.3833,50.0173,50.0000,+0.01727,-0.00000,158.26
32.4000,50.0172,50.0000,+0.01725,-0.00000,158.26
32.4167,50.0172,50.0000,+0.01722,-0.00000,158.26
32.4333,50.0172,50.0000,+0.01720,-0.00000,158.26
32.4500,50.0172,50.0000,+0.01718,-0.00000,158.26
32.4667,50.0172,50.0000,+0.01716,-0.00000,158.26
32.4833,50.0171,50.0000,+0.01714,-0.00000,158.26
32.5000,50.0171,50.0000,+0.01712,-0.00000,158.26
32.5167,50.0171,50.0000,+0.01710,-0.00000,158.26
32.5333,50.0171,50.0000,+0.01708,-0.00000,158.26
32.5500,50.0171,50.0000,+0.01706,-0.00000,158.26
32.5667,50.0170,50.0000,+0.01704,-0.00000,158.26
32.5833,50.0170,50.0000,+0.01702,-0.00000,158.26
32.6000,50.0170,50.0000,+0.01700,-0.00000,158.26
32.6167,50.0170,50.0000,+0.01697,-0.00000,158.26
32.6333,50.0170,50.0000,+0.01695,-0.00000,158.26
32.6500,50.0169,50.0000,+0.01693,-0.00000,158.26
32.6667,50.0169,50.0000,+0.01691,-0.00000,158.26
32.6833,50.0169,50.0000,+0.01689,-0.00000,158.26
32.7000,50.0169,50.0000,+0.01687,-0.00000,158.26
32.7167,50.0169,50.0000,+0.01685,-0.00000,158.26
32.7333,50.0168,50.0000,+0.01683,-0.00000,158.26
32.7500,50.0168,50.0000,+0.01681,-0.00000,158.26
32.7667,50.0168,50.0000,+0.01679,-0.00000,158.26
32.7833,50.0168,50.0000,+0.01677,-0.00000,158.26
32.8000,50.0168,50.0000,+0.01675,-0.00000,158.26
32.8167,50.0167,50.0000,+0.01673,-0.00000,158.26
32.8333,50.0167,50.0000,+0.01671,-0.00000,158.26
32.8500,50.0167,50.0000,+0.01669,-0.00000,158.26
32.8667,50.0167,50.0000,+0.01667,-0.00000,158.26
32.8833,50.0166,50.0000,+0.01665,-0.00000,158.26
32.9000,50.0166,50.0000,+0.01663,-0.00000,158.26
32.9167,50.0166,50.0000,+0.01661,-0.00000,158.26
32.9333,50.0166,50.0000,+0.01659,-0.00000,158.26
32.9500,50.0166,50.0000,+0.01657,-0.00000,158.26
32.9667,50.0166,50.0000,+0.01655,-0.00000,158.26
32.9833,50.0165,50.0000,+0.01653,-0.00000,158.26
33.0000,50.0165,50.0000,+0.01651,-0.00000,158.26
33.0167,50.0165,50.0000,+0.01649,-0.00000,158.26
33.0333,50.0165,50.0000,+0.01647,-0.00000,158.26
33.0500,50.0165,50.0000,+0.01645,-0.00000,158.26
33.0667,50.0164,50.0000,+0.01643,-0.00000,158.26
33.0833,50.0164,50.0000,+0.01641,-0.00000,158.26
33.1000,50.0164,50.0000,+0.01639,-0.00000,158.26
33.1167,50.0164,50.0000,+0.01637,-0.00000,158.26
33.1333,50.0164,50.0000,+0.01635,-0.00000,158.26
33.1500,50.0163,50.0000,+0.01634,-0.00000,158.26
33.1667,50.0163,50.0000,+0.01632,-0.00000,158.26
33.1833,50.0163,50.0000,+0.01630,-0.00000,158.26
33.2000,50.0163,50.0000,+0.01628,-0.00000,158.26
33.2167,50.0163,50.0000,+0.01626,-0.00000,158.26
33.2333,50.0162,50.0000,+0.01624,-0.00000,158.26
33.2500,50.0162,50.0000,+0.01622,-0.00000,158.26
33.2667,50.0162,50.0000,+0.01620,-0.00000,158.26
33.2833,50.0162,50.0000,+0.01618,-0.00000,158.26
33.3000,50.0162,50.0000,+0.01616,-0.00000,158.26
33.3167,50.0161,50.0000,+0.01614,-0.00000,158.26
33.3333,50.0161,50.0000,+0.01613,-0.00000,158.26
33.3500,50.0161,50.0000,+0.01611,-0.00000,158.26
33.3667,50.0161,50.0000,+0.01609,-0.00000,158.26
33.3833,50.0161,50.0000,+0.01607,-0.00000,158.26
33.4000,50.0160,50.0000,+0.01605,-0.00000,158.26
33.4167,50.0160,50.0000,+0.01603,-0.00000,158.26
33.4333,50.0160,50.0000,+0.01601,-0.00000,158.26
33.4500,50.0160,50.0000,+0.01599,-0.00000,158.26
33.4667,50.0160,50.0000,+0.01597,-0.00000,158.26
33.4833,50.0160,50.0000,+0.01595,-0.00000,158.26
33.5000,50.0159,50.0000,+0.01594,-0.00000,158.26
33.5167,50.0159,50.0000,+0.01592,-0.00000,158.26
33.5333,50.0159,50.0000,+0.01590,-0.00000,158.26
33.5500,50.0159,50.0000,+0.01588,-0.00000,158.26
33.5667,50.0159,50.0000,+0.01586,-0.00000,158.26
33.5833,50.0158,50.0000,+0.01584,-0.00000,158.26
33.6000,50.0158,50.0000,+0.01582,-0.00000,158.26
33.6167,50.0158,50.0000,+0.01581,-0.00000,158.26
33.6333,50.0158,50.0000,+0.01579,-0.00000,158.26
33.6500,50.0158,50.0000,+0.01577,-0.00000,158.26
33.6667,50.0158,50.0000,+0.01575,-0.00000,158.26
33.6833,50.0157,50.0000,+0.01573,-0.00000,158.26
33.7000,50.0157,50.0000,+0.01572,-0.00000,158.26
33.7167,50.0157,50.0000,+0.01570,-0.00000,158.26
33.7333,50.0157,50.0000,+0.01568,-0.00000,158.26
33.7500,50.0157,50.0000,+0.01566,-0.00000,158.26
33.7667,50.0156,50.0000,+0.01564,-0.00000,158.26
33.7833,50.0156,50.0000,+0.01562,-0.00000,158.26
33.8000,50.0156,50.0000,+0.01561,-0.00000,158.26
33.8167,50.0156,50.0000,+0.01559,-0.00000,158.26
33.8333,50.0156,50.0000,+0.01557,-0.00000,158.26
33.8500,50.0156,50.0000,+0.01555,-0.00000,158.26
33.8667,50.0155,50.0000,+0.01553,-0.00000,158.26
33.8833,50.0155,50.0000,+0.01552,-0.00000,158.26
33.9000,50.0155,50.0000,+0.01550,-0.00000,158.26
33.9167,50.0155,50.0000,+0.01548,-0.00000,158.26
33.9333,50.0155,50.0000,+0.01546,-0.00000,158.26
33.9500,50.0154,50.0000,+0.01544,-0.00000,158.26
33.9667,50.0154,50.0000,+0.01543,-0.00000,158.26
33.9833,50.0154,50.0000,+0.01541,-0.00000,158.26
34.0000,50.0154,50.0000,+0.01539,-0.00000,158.26
34.0167,50.0154,50.0000,+0.01537,-0.00000,158.26
34.0333,50.0154,50.0000,+0.01536,-0.00000,158.26
34.0500,50.0153,50.0000,+0.01534,-0.00000,158.26
34.0667,50.0153,50.0000,+0.01532,-0.00000,158.26
34.0833,50.0153,50.0000,+0.01530,-0.00000,158.26
34.1000,50.0153,50.0000,+0.01529,-0.00000,158.26
34.1167,50.0153,50.0000,+0.01527,-0.00000,158.26
34.1333,50.0153,50.0000,+0.01525,-0.00000,158.26
34.1500,50.0152,50.0000,+0.01523,-0.00000,158.26
34.1667,50.0152,50.0000,+0.01522,-0.00000,158.26
34.1833,50.0152,50.0000,+0.01520,-0.00000,158.26
34.2000,50.0152,50.0000,+0.01518,-0.00000,158.26
34.2167,50.0152,50.0000,+0.01516,-0.00000,158.26
34.2333,50.0151,50.0000,+0.01515,-0.00000,158.26
34.2500,50.0151,50.0000,+0.01513,-0.00000,158.26
34.2667,50.0151,50.0000,+0.01511,-0.00000,158.26
34.2833,50.0151,50.0000,+0.01510,-0.00000,158.26
34.3000,50.0151,50.0000,+0.01508,-0.00000,158.26
34.3167,50.0151,50.0000,+0.01506,-0.00000,158.26
34.3333,50.0150,50.0000,+0.01504,-0.00000,158.26
34.3500,50.0150,50.0000,+0.01503,-0.00000,158.26
34.3667,50.0150,50.0000,+0.01501,-0.00000,158.26
34.3833,50.0150,50.0000,+0.01499,-0.00000,158.26
34.4000,50.0150,50.0000,+0.01498,-0.00000,158.26
34.4167,50.0150,50.0000,+0.01496,-0.00000,158.26
34.4333,50.0149,50.0000,+0.01494,-0.00000,158.26
34.4500,50.0149,50.0000,+0.01492,-0.00000,158.26
34.4667,50.0149,50.0000,+0.01491,-0.00000,158.26
34.4833,50.0149,50.0000,+0.01489,-0.00000,158.26
34.5000,50.0149,50.0000,+0.01488,+0.00906,158.26
34.5167,50.0169,50.0000,+0.01692,+0.01840,158.27
34.5333,50.0185,50.0000,+0.01852,+0.01840,158.28
34.5500,50.0199,50.0000,+0.01990,+0.01813,158.29
34.5667,50.0211,50.0000,+0.02111,+0.01840,158.30
34.5833,50.0222,50.0000,+0.02219,+0.01840,158.31
34.6000,50.0232,50.0000,+0.02317,+0.01812,158.32
34.6167,50.0240,50.0000,+0.02405,+0.01840,158.32
34.6333,50.0248,50.0000,+0.02484,+0.01840,158.33
34.6500,50.0256,50.0000,+0.02557,+0.01812,158.34
34.6667,50.0262,50.0000,+0.02623,+0.01840,158.35
34.6833,50.0268,50.0000,+0.02682,+0.01840,158.36
34.7000,50.0274,50.0000,+0.02736,+0.01812,158.37
34.7167,50.0279,50.0000,+0.02785,+0.01840,158.38
34.7333,50.0283,50.0000,+0.02830,+0.01840,158.39
34.7500,50.0287,50.0000,+0.02870,+0.01812,158.39
34.7667,50.0291,50.0000,+0.02907,+0.01839,158.40
34.7833,50.0294,50.0000,+0.02940,+0.01839,158.41
34.8000,50.0297,50.0000,+0.02970,+0.01812,158.42
34.8167,50.0300,50.0000,+0.02997,+0.01839,158.43
34.8333,50.0302,50.0000,+0.03022,+0.01839,158.44
34.8500,50.0304,50.0000,+0.03044,+0.01812,158.45
34.8667,50.0306,50.0000,+0.03064,+0.01839,158.46
34.8833,50.0308,50.0000,+0.03082,+0.01839,158.46
34.9000,50.0310,50.0000,+0.03099,+0.01811,158.47
34.9167,50.0311,50.0000,+0.03113,+0.01839,158.48
34.9333,50.0313,50.0000,+0.03127,+0.01839,158.49
34.9500,50.0314,50.0000,+0.03139,+0.01811,158.50
34.9667,50.0315,50.0000,+0.03149,+0.01839,158.51
34.9833,50.0316,50.0000,+0.03159,+0.01839,158.52
35.0000,50.0317,50.0000,+0.03167,+0.00906,158.53
35.0167,50.0297,50.0000,+0.02969,-0.00000,158.53
35.0333,50.0281,50.0000,+0.02813,-0.00000,158.53
35.0500,50.0268,50.0000,+0.02680,-0.00000,158.53
35.0667,50.0256,50.0000,+0.02563,-0.00000,158.53
35.0833,50.0246,50.0000,+0.02458,-0.00000,158.53
35.1000,50.0236,50.0000,+0.02363,-0.00000,158.53
35.1167,50.0228,50.0000,+0.02277,-0.00000,158.53
35.1333,50.0220,50.0000,+0.02199,-0.00000,158.53
35.1500,50.0213,50.0000,+0.02128,-0.00000,158.53
35.1667,50.0206,50.0000,+0.02063,-0.00000,158.53
35.1833,50.0200,50.0000,+0.02004,-0.00000,158.53
35.2000,50.0195,50.0000,+0.01950,-0.00000,158.53
35.2167,50.0190,50.0000,+0.01900,-0.00000,158.53
35.2333,50.0186,50.0000,+0.01855,-0.00000,158.53
35.2500,50.0181,50.0000,+0.01814,-0.00000,158.53
35.2667,50.0178,50.0000,+0.01777,-0.00000,158.53
35.2833,50.0174,50.0000,+0.01743,-0.00000,158.53
35.3000,50.0171,50.0000,+0.01711,-0.00000,158.53
35.3167,50.0168,50.0000,+0.01683,-0.00000,158.53
35.3333,50.0166,50.0000,+0.01657,-0.00000,158.53
35.3500,50.0163,50.0000,+0.01633,-0.00000,158.53
35.3667,50.0161,50.0000,+0.01611,-0.00000,158.53
35.3833,50.0159,50.0000,+0.01591,-0.00000,158.53
35.4000,50.0157,50.0000,+0.01572,-0.00000,158.53
35.4167,50.0156,50.0000,+0.01555,-0.00000,158.53
35.4333,50.0154,50.0000,+0.01540,-0.00000,158.53
35.4500,50.0153,50.0000,+0.01526,-0.00000,158.53
35.4667,50.0151,50.0000,+0.01513,-0.00000,158.53
35.4833,50.0150,50.0000,+0.01501,-0.00000,158.53
35.5000,50.0149,50.0000,+0.01490,-0.00000,158.53
35.5167,50.0148,50.0000,+0.01479,-0.00000,158.53
35.5333,50.0147,50.0000,+0.01470,-0.00000,158.53
35.5500,50.0146,50.0000,+0.01461,-0.00000,158.53
35.5667,50.0145,50.0000,+0.01453,-0.00000,158.53
35.5833,50.0145,50.0000,+0.01446,-0.00000,158.53
35.6000,50.0144,50.0000,+0.01439,-0.00000,158.53
35.6167,50.0143,50.0000,+0.01432,-0.00000,158.53
35.6333,50.0143,50.0000,+0.01426,-0.00000,158.53
35.6500,50.0142,50.0000,+0.01421,-0.00000,158.53
35.6667,50.0142,50.0000,+0.01415,-0.00000,158.53
35.6833,50.0141,50.0000,+0.01411,-0.00000,158.53
35.7000,50.0141,50.0000,+0.01406,-0.00000,158.53
35.7167,50.0140,50.0000,+0.01402,-0.00000,158.53
35.7333,50.0140,50.0000,+0.01398,-0.00000,158.53
35.7500,50.0139,50.0000,+0.01394,-0.00000,158.53
35.7667,50.0139,50.0000,+0.01390,-0.00000,158.53
35.7833,50.0139,50.0000,+0.01387,-0.00000,158.53
35.8000,50.0138,50.0000,+0.01384,-0.00000,158.53
35.8167,50.0138,50.0000,+0.01380,-0.00000,158.53
35.8333,50.0138,50.0000,+0.01378,-0.00000,158.53
35.8500,50.0137,50.0000,+0.01375,-0.00000,158.53
35.8667,50.0137,50.0000,+0.01372,-0.00000,158.53
35.8833,50.0137,50.0000,+0.01369,-0.00000,158.53
35.9000,50.0137,50.0000,+0.01367,-0.00000,158.53
35.9167,50.0136,50.0000,+0.01365,-0.00000,158.53
35.9333,50.0136,50.0000,+0.01362,-0.00000,158.53
35.9500,50.0136,50.0000,+0.01360,-0.00000,158.53
35.9667,50.0136,50.0000,+0.01358,-0.00000,158.53
35.9833,50.0136,50.0000,+0.01356,-0.00000,158.53
36.0000,50.0135,50.0000,+0.01354,-0.00000,158.53
36.0167,50.0135,50.0000,+0.01352,-0.00000,158.53
36.0333,50.0135,50.0000,+0.01350,-0.00000,158.53
36.0500,50.0135,50.0000,+0.01348,-0.00000,158.53
36.0667,50.0135,50.0000,+0.01346,-0.00000,158.53
36.0833,50.0134,50.0000,+0.01345,-0.00000,158.53
36.1000,50.0134,50.0000,+0.01343,-0.00000,158.53
36.1167,50.0134,50.0000,+0.01341,-0.00000,158.53
36.1333,50.0134,50.0000,+0.01340,-0.00000,158.53
36.1500,50.0134,50.0000,+0.01338,-0.00000,158.53
36.1667,50.0134,50.0000,+0.01336,-0.00000,158.53
36.1833,50.0133,50.0000,+0.01335,-0.00000,158.53
36.2000,50.0133,50.0000,+0.01333,-0.00000,158.53
36.2167,50.0133,50.0000,+0.01331,-0.00000,158.53
36.2333,50.0133,50.0000,+0.01330,-0.00000,158.53
36.2500,50.0133,50.0000,+0.01328,-0.00000,158.53
36.2667,50.0133,50.0000,+0.01327,-0.00000,158.53
36.2833,50.0133,50.0000,+0.01325,-0.00000,158.53
36.3000,50.0132,50.0000,+0.01324,-0.00000,158.53
36.3167,50.0132,50.0000,+0.01322,-0.00000,158.53
36.3333,50.0132,50.0000,+0.01321,-0.00000,158.53
36.3500,50.0132,50.0000,+0.01319,-0.00000,158.53
36.3667,50.0132,50.0000,+0.01318,-0.00000,158.53
36.3833,50.0132,50.0000,+0.01316,-0.00000,158.53
36.4000,50.0131,50.0000,+0.01315,-0.00000,158.53
36.4167,50.0131,50.0000,+0.01313,-0.00000,158.53
36.4333,50.0131,50.0000,+0.01312,-0.00000,158.53
36.4500,50.0131,50.0000,+0.01311,-0.00000,158.53
36.4667,50.0131,50.0000,+0.01309,-0.00000,158.53
36.4833,50.0131,50.0000,+0.01308,-0.00000,158.53
36.5000,50.0131,50.0000,+0.01306,-0.00000,158.53
36.5167,50.0130,50.0000,+0.01305,-0.00000,158.53
36.5333,50.0130,50.0000,+0.01304,-0.00000,158.53
36.5500,50.0130,50.0000,+0.01302,-0.00000,158.53
36.5667,50.0130,50.0000,+0.01301,-0.00000,158.53
36.5833,50.0130,50.0000,+0.01299,-0.00000,158.53
36.6000,50.0130,50.0000,+0.01298,-0.00000,158.53
36.6167,50.0130,50.0000,+0.01297,-0.00000,158.53
36.6333,50.0130,50.0000,+0.01295,-0.00000,158.53
36.6500,50.0129,50.0000,+0.01294,-0.00000,158.53
36.6667,50.0129,50.0000,+0.01293,-0.00000,158.53
36.6833,50.0129,50.0000,+0.01291,-0.00000,158.53
36.7000,50.0129,50.0000,+0.01290,-0.00000,158.53
36.7167,50.0129,50.0000,+0.01288,-0.00000,158.53
36.7333,50.0129,50.0000,+0.01287,-0.00000,158.53
36.7500,50.0129,50.0000,+0.01286,-0.00000,158.53
36.7667,50.0128,50.0000,+0.01284,-0.00000,158.53
36.7833,50.0128,50.0000,+0.01283,-0.00000,158.53
36.8000,50.0128,50.0000,+0.01282,-0.00000,158.53
36.8167,50.0128,50.0000,+0.01280,-0.00000,158.53
36.8333,50.0128,50.0000,+0.01279,-0.00000,158.53
36.8500,50.0128,50.0000,+0.01278,-0.00000,158.53
36.8667,50.0128,50.0000,+0.01276,-0.00000,158.53
36.8833,50.0127,50.0000,+0.01275,-0.00000,158.53
36.9000,50.0127,50.0000,+0.01274,-0.00000,158.53
36.9167,50.0127,50.0000,+0.01272,-0.00000,158.53
36.9333,50.0127,50.0000,+0.01271,-0.00000,158.53
36.9500,50.0127,50.0000,+0.01270,-0.00000,158.53
36.9667,50.0127,50.0000,+0.01268,-0.00000,158.53
36.9833,50.0127,50.0000,+0.01267,-0.00000,158.53
37.0000,50.0127,50.0000,+0.01266,-0.00000,158.53
37.0167,50.0126,50.0000,+0.01264,-0.00000,158.53
37.0333,50.0126,50.0000,+0.01263,-0.00000,158.53
37.0500,50.0126,50.0000,+0.01262,-0.00000,158.53
37.0667,50.0126,50.0000,+0.01261,-0.00000,158.53
37.0833,50.0126,50.0000,+0.01259,-0.00000,158.53
37.1000,50.0126,50.0000,+0.01258,-0.00000,158.53
37.1167,50.0126,50.0000,+0.01257,-0.00000,158.53
37.1333,50.0126,50.0000,+0.01255,-0.00000,158.53
37.1500,50.0125,50.0000,+0.01254,-0.00000,158.53
37.1667,50.0125,50.0000,+0.01253,-0.00000,158.53
37.1833,50.0125,50.0000,+0.01251,-0.00000,158.53
37.2000,50.0125,50.0000,+0.01250,-0.00000,158.53
37.2167,50.0125,50.0000,+0.01249,-0.00000,158.53
37.2333,50.0125,50.0000,+0.01248,-0.00000,158.53
37.2500,50.0125,50.0000,+0.01246,-0.00000,158.53
37.2667,50.0125,50.0000,+0.01245,-0.00000,158.53
37.2833,50.0124,50.0000,+0.01244,-0.00000,158.53
37.3000,50.0124,50.0000,+0.01243,-0.00000,158.53
37.3167,50.0124,50.0000,+0.01241,-0.00000,158.53
37.3333,50.0124,50.0000,+0.01240,-0.00000,158.53
37.3500,50.0124,50.0000,+0.01239,-0.00000,158.53
37.3667,50.0124,50.0000,+0.01237,-0.00000,158.53
37.3833,50.0124,50.0000,+0.01236,-0.00000,158.53
37.4000,50.0123,50.0000,+0.01235,-0.00000,158.53
37.4167,50.0123,50.0000,+0.01234,-0.00000,158.53
37.4333,50.0123,50.0000,+0.01232,-0.00000,158.53
37.4500,50.0123,50.0000,+0.01231,-0.00000,158.53
37.4667,50.0123,50.0000,+0.01230,-0.00000,158.53
37.4833,50.0123,50.0000,+0.01229,-0.00000,158.53
37.5000,50.0123,50.0000,+0.01227,-0.00000,158.53
37.5167,50.0123,50.0000,+0.01226,-0.00000,158.53
37.5333,50.0122,50.0000,+0.01225,-0.00000,158.53
37.5500,50.0122,50.0000,+0.01224,-0.00000,158.53
37.5667,50.0122,50.0000,+0.01222,-0.00000,158.53
37.5833,50.0122,50.0000,+0.01221,-0.00000,158.53
37.6000,50.0122,50.0000,+0.01220,-0.00000,158.53
37.6167,50.0122,50.0000,+0.01219,-0.00000,158.53
37.6333,50.0122,50.0000,+0.01217,-0.00000,158.53
37.6500,50.0122,50.0000,+0.01216,-0.00000,158.53
37.6667,50.0121,50.0000,+0.01215,-0.00000,158.53
37.6833,50.0121,50.0000,+0.01214,-0.00000,158.53
37.7000,50.0121,50.0000,+0.01212,-0.00000,158.53
37.7167,50.0121,50.0000,+0.01211,-0.00000,158.53
37.7333,50.0121,50.0000,+0.01210,-0.00000,158.53
37.7500,50.0121,50.0000,+0.01209,-0.00000,158.53
37.7667,50.0121,50.0000,+0.01208,-0.00000,158.53
37.7833,50.0121,50.0000,+0.01206,-0.00000,158.53
37.8000,50.0121,50.0000,+0.01205,-0.00000,158.53
